1,arnie morton's of chicago,435 s. la cienega blv.,los angeles
426,pacifica,138 lafayette st.  between canal and howard sts.,new york
427,palio,151 w. 51st. st.,new york
428,pamir,1065 1st ave.  at 58th st.,new york
429,parioli romanissimo,24 e. 81st st.,new york
430,patria,250 park ave. s at 20th st.,new york
431,peacock alley,301 park ave.  between 49th and 50th sts.,new york
432,pen & pencil,205 e. 45th st.,new york
433,penang soho,109 spring st.  between greene and mercer sts.,new york
434,persepolis,1423 2nd ave.  between 74th and 75th sts.,new york
435,planet hollywood,140 w. 57th st.,new york
436,pomaire,371 w. 46th st.  off 9th ave.,new york
437,popover cafe,551 amsterdam ave.  between 86th and 87th sts.,new york
438,post house,28 e. 63rd st.,new york
439,rain,100 w. 82nd st.,new york
440,red tulip,439 e. 75th st.,new york
441,remi,145 w. 53rd st.,new york
442,republic,37a union sq. w  between 16th and 17th sts.,new york
443,roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,new york
444,rosa mexicano,1063 1st ave. at 58th st.,new york
445,ruth's chris,148 w. 51st st.,new york
446,s.p.q.r,133 mulberry st.  between hester and grand sts.,new york
447,sal anthony's,55 irving pl.,new york
448,sammy's roumanian steak house,157 chrystie st. at delancey st.,new york
449,san pietro,18 e. 54th st.,new york
450,sant ambroeus,1000 madison ave.  between 77th and 78th sts.,new york
451,sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,new york
452,sea grill,19 w. 49th st.,new york
453,serendipity,3 225 e. 60th st.,new york
454,seventh regiment mess and bar,643 park ave. at 66th st.,new york
455,sfuzzi,58 w. 65th st.,new york
456,shaan,57 w. 48th st.,new york
457,sofia fabulous pizza,1022 madison ave.  near 79th st.,new york
458,spring street natural restaurant & bar,62 spring st. at lafayette st.,new york
459,stage deli,834 7th ave.  between 53rd and 54th sts.,new york
460,stingray,428 amsterdam ave.  between 80th and 81st sts.,new york
461,sweet'n'tart cafe,76 mott st. at canal st.,new york
462,t salon,143 mercer st. at prince st.,new york
463,tang pavillion,65 w. 55th st.,new york
464,tapika,950 8th ave. at 56th st.,new york
465,teresa's,103 1st ave.  between 6th and 7th sts.,new york
466,terrace,400 w. 119th st.  between amsterdam and morningside aves.,new york
467,the coffee pot,350 9th ave. at 49th st.,new york
468,the savannah club,2420 broadway at 89th st.,new york
469,trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,new york
470,triangolo,345 e. 83rd st.,new york
471,tribeca grill,375 greenwich st.  near franklin st.,new york
472,trois jean,154 e. 79th st.  between lexington and 3rd aves.,new york
473,tse yang,34 e. 51st st.,new york
474,turkish kitchen,386 3rd ave.  between 27th and 28th sts.,new york
475,two two two,222 w. 79th st.,new york
476,veniero's pasticceria,342 e. 11th st.  near 1st ave.,new york
477,verbena,54 irving pl. at 17th st.,new york
478,victor's cafe,52 236 w. 52nd st.,new york
479,vince & eddie's,70 w. 68th st.,new york
480,vong,200 e. 54th st.,new york
481,water club,500 e. 30th st.,new york
482,west,63rd street steakhouse 44 w. 63rd st.,new york
483,xunta,174 1st ave.  between 10th and 11th sts.,new york
484,zen palate,34 union sq. e at 16th st.,new york
485,zoe,90 prince st.  between broadway and mercer st.,new york
486,abbey,163 ponce de leon ave.,atlanta
487,aleck's barbecue heaven,783 martin luther king jr. dr.,atlanta
488,annie's thai castle,3195 roswell rd.,atlanta
489,anthonys,3109 piedmont rd.  just south of peachtree rd.,atlanta
490,atlanta fish market,265 pharr rd.,atlanta
491,beesley's of buckhead,260 e. paces ferry road,atlanta
492,bertolini's,3500 peachtree rd.  phipps plaza,atlanta
493,bistango,1100 peachtree st.,atlanta
494,cafe renaissance,7050 jimmy carter blvd.  norcross,atlanta
495,camille's,1186 n. highland ave.,atlanta
496,cassis,3300 peachtree rd.  grand hyatt,atlanta
497,city grill,50 hurt plaza,atlanta
498,coco loco,40  buckhead crossing mall on the sidney marcus blvd.,atlanta
499,colonnade restaurant,1879 cheshire bridge rd.,atlanta
500,dante's down the hatch  buckhead,3380 peachtree rd.,atlanta
501,dante's down the hatch,underground underground mall  underground atlanta,atlanta
502,fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,atlanta
503,french quarter food shop,923 peachtree st.  at 8th st.,atlanta
504,holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta
505,horseradish grill,4320 powers ferry rd.,atlanta
506,hsu's gourmet,192 peachtree center ave.  at international blvd.,atlanta
507,imperial fez,2285 peachtree rd.  peachtree battle condominium,atlanta
508,kamogawa,3300 peachtree rd.  grand hyatt,atlanta
509,la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta
510,little szechuan,c buford hwy.  northwoods plaza  doraville,atlanta
511,lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta
512,luna si,1931 peachtree rd.,atlanta
513,mambo restaurante cubano,1402 n. highland ave.,atlanta
514,mckinnon's louisiane,3209 maple dr.,atlanta
515,mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta
516,nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,atlanta
517,palisades,1829 peachtree rd.,atlanta
518,pleasant peasant,555 peachtree st.  at linden ave.,atlanta
519,pricci,500 pharr rd.,atlanta
520,r.j.'s uptown kitchen & wine bar,870 n. highland ave.,atlanta
521,rib ranch,25 irby ave.,atlanta
522,sa tsu ki,3043 buford hwy.,atlanta
523,sato sushi and thai,6050 peachtree pkwy.  norcross,atlanta
524,south city kitchen,1144 crescent ave.,atlanta
525,south of france,2345 cheshire bridge rd.,atlanta
526,stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,atlanta
527,sundown cafe,2165 cheshire bridge rd.,atlanta
528,taste of new orleans,889 w. peachtree st.,atlanta
529,tomtom,3393 peachtree rd.,atlanta
530,antonio's,3700 w. flamingo,las vegas
531,bally's big kitchen,3645 las vegas blvd. s,las vegas
532,bamboo garden,4850 flamingo rd.,las vegas
533,battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas
534,bertolini's,3570 las vegas blvd. s,las vegas
535,binion's coffee shop,128 fremont st.,las vegas
536,bistro,3400 las vegas blvd. s,las vegas
537,broiler,4111 boulder hwy.,las vegas
538,bugsy's diner,3555 las vegas blvd. s,las vegas
539,cafe michelle,1350 e. flamingo rd.,las vegas
540,cafe roma,3570 las vegas blvd. s,las vegas
541,capozzoli's,3333 s. maryland pkwy.,las vegas
542,carnival world,3700 w. flamingo rd.,las vegas
543,center stage plaza hotel,1 main st.,las vegas
544,circus circus,2880 las vegas blvd. s,las vegas
545,empress court,3570 las vegas blvd. s,las vegas
546,feast,2411 w. sahara ave.,las vegas
547,golden nugget hotel,129 e. fremont st.,las vegas
548,golden steer,308 w. sahara ave.,las vegas
549,lillie langtry's,129 e. fremont st.,las vegas
550,mandarin court,1510 e. flamingo rd.,las vegas
551,margarita's mexican cantina,3120 las vegas blvd. s,las vegas
552,mary's diner,5111 w. boulder hwy.,las vegas
553,mikado,3400 las vegas blvd. s,las vegas
554,pamplemousse,400 e. sahara ave.,las vegas
555,ralph's diner,3000 las vegas blvd. s,las vegas
556,the bacchanal,3570 las vegas blvd. s,las vegas
557,venetian,3713 w. sahara ave.,las vegas
558,viva mercado's,6182 w. flamingo rd.,las vegas
559,yolie's,3900 paradise rd.,las vegas
560,2223,2223 market st.,san francisco
561,acquarello,1722 sacramento st.,san francisco
562,bardelli's,243 o'farrell st.,san francisco
563,betelnut,2030 union st.,san francisco
564,bistro roti,155 steuart st.,san francisco
565,bix,56 gold st.,san francisco
566,bizou,598 fourth st.,san francisco
567,buca giovanni,800 greenwich st.,san francisco
568,cafe adriano,3347 fillmore st.,san francisco
569,cafe marimba,2317 chestnut st.,san francisco
570,california culinary academy,625 polk st.,san francisco
571,capp's corner,1600 powell st.,san francisco
572,carta,1772 market st.,san francisco
573,chevys,4th and howard sts.,san francisco
574,cypress club,500 jackson st.,san francisco
575,des alpes,732 broadway,san francisco
576,faz,161 sutter st.,san francisco
577,fog city diner,1300 battery st.,san francisco
578,garden court,market and new montgomery sts.,san francisco
579,gaylord's,ghirardelli sq.,san francisco
580,grand cafe hotel monaco,501 geary st.,san francisco
581,greens,bldg. a fort mason,san francisco
582,harbor village,4 embarcadero center,san francisco
583,harris',2100 van ness ave.,san francisco
584,harry denton's,161 steuart st.,san francisco
585,hayes street grill,320 hayes st.,san francisco
586,helmand,430 broadway,san francisco
587,hong kong flower lounge,5322 geary blvd.,san francisco
588,hong kong villa,2332 clement st.,san francisco
589,hyde street bistro,1521 hyde st.,san francisco
590,il fornaio levi's plaza,1265 battery st.,san francisco
591,izzy's steak & chop house,3345 steiner st.,san francisco
592,jack's,615 sacramento st.,san francisco
593,kabuto sushi,5116 geary blvd.,san francisco
594,katia's,600 5th ave.,san francisco
595,kuleto's,221 powell st.,san francisco
596,kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,san francisco
597,l'osteria del forno,519 columbus ave.,san francisco
598,le central,453 bush st.,san francisco
599,le soleil,133 clement st.,san francisco
600,macarthur park,607 front st.,san francisco
601,manora,3226 mission st.,san francisco
602,maykadeh,470 green st.,san francisco
603,mccormick & kuleto's,ghirardelli sq.,san francisco
604,millennium,246 mcallister st.,san francisco
605,moose's,1652 stockton st.,san francisco
606,north india,3131 webster st.,san francisco
607,one market,1 market st.,san francisco
608,oritalia,1915 fillmore st.,san francisco
609,pacific pan pacific hotel,500 post st.,san francisco
610,palio d'asti,640 sacramento st.,san francisco
611,pane e vino,3011 steiner st.,san francisco
612,pastis,1015 battery st.,san francisco
613,perry's,1944 union st.,san francisco
614,r&g lounge,631 b kearny st.,san francisco
615,rubicon,558 sacramento st.,san francisco
616,rumpus,1 tillman pl.,san francisco
617,sanppo,1702 post st.,san francisco
618,scala's bistro,432 powell st.,san francisco
619,south park cafe,108 south park,san francisco
620,splendido embarcadero,4,san francisco
621,stars,150 redwood alley,san francisco
622,stars cafe,500 van ness ave.,san francisco
623,stoyanof's cafe,1240 9th ave.,san francisco
624,straits cafe,3300 geary blvd.,san francisco
625,suppenkuche,601 hayes st.,san francisco
626,tadich grill,240 california st.,san francisco
627,the heights,3235 sacramento st.,san francisco
628,thepin,298 gough st.,san francisco
629,ton kiang,3148 geary blvd.,san francisco
630,vertigo,600 montgomery st.,san francisco
631,vivande porta via,2125 fillmore st.,san francisco
632,vivande ristorante,670 golden gate ave.,san francisco
633,world wrapps,2257 chestnut st.,san francisco
634,wu kong,101 spear st.,san francisco
635,yank sing,427 battery st.,san francisco
636,yaya cuisine,1220 9th ave.,san francisco
637,yoyo tsumami bistro,1611 post st.,san francisco
638,zarzuela,2000 hyde st.,san francisco
639,zuni cafe & grill,1658 market st.,san francisco
640,apple pan  the,10801 w. pico blvd.,west la
641,asahi ramen,2027 sawtelle blvd.,west la
642,baja fresh,3345 kimber dr.,westlake village
643,belvedere  the,9882 little santa monica blvd.,beverly hills
644,benita's frites,1433 third st. promenade,santa monica
645,bernard's,515 s. olive st.,los angeles
646,bistro 45,45 s. mentor ave.,pasadena
647,brent's deli,19565 parthenia ave.,northridge
648,brighton coffee shop,9600 brighton way,beverly hills
649,bristol farms market cafe,1570 rosecrans ave. s.,pasadena
650,bruno's,3838 centinela ave.,mar vista
651,cafe '50s,838 lincoln blvd.,venice
652,cafe blanc,9777 little santa monica blvd.,beverly hills
653,cassell's,3266 w. sixth st.,la
654,chez melange,1716 pch,redondo beach
655,diaghilev,1020 n. san vicente blvd.,w. hollywood
656,don antonio's,1136 westwood blvd.,westwood
657,duke's,8909 sunset blvd.,w. hollywood
658,falafel king,1059 broxton ave.,westwood
659,feast from the east,1949 westwood blvd.,west la
660,gumbo pot  the,6333 w. third st.,la
661,hollywood hills coffee shop,6145 franklin ave.,hollywood
662,indo cafe,10428 1/2 national blvd.,la
663,jan's family restaurant,8424 beverly blvd.,la
664,jiraffe,502 santa monica blvd,santa monica
665,jody maroni's sausage kingdom,2011 ocean front walk,venice
666,joe's,1023 abbot kinney blvd.,venice
667,john o'groats,10516 w. pico blvd.,west la
668,johnnie's pastrami,4017 s. sepulveda blvd.,culver city
669,johnny reb's southern smokehouse,4663 long beach blvd.,long beach
670,johnny rockets (la),7507 melrose ave.,la
671,killer shrimp,4000 colfax ave.,studio city
672,kokomo cafe,6333 w. third st.,la
673,koo koo roo,8393 w. beverly blvd.,la
674,la cachette,10506 little santa monica blvd.,century city
675,la salsa (la),22800 pch,malibu
676,la serenata de garibaldi,1842 e. first,st. boyle hts.
677,langer's,704 s. alvarado st.,la
678,local nochol,30869 thousand oaks blvd.,westlake village
679,main course  the,10509 w. pico blvd.,rancho park
680,mani's bakery & espresso bar,519 s. fairfax ave.,la
681,martha's,22nd street grill 25 22nd,st. hermosa beach
682,maxwell's cafe,13329 washington blvd.,marina del rey
683,michael's (los angeles),1147 third st.,santa monica
684,mishima,8474 w. third st.,la
685,mo better meatty meat,7261 melrose ave.,la
686,mulberry st.,17040 ventura blvd.,encino
687,ocean park cafe,3117 ocean park blvd.,santa monica
688,ocean star,145 n. atlantic blvd.,monterey park
689,original pantry bakery,875 s. figueroa st. downtown,la
690,parkway grill,510 s. arroyo pkwy.,pasadena
691,pho hoa,642 broadway,chinatown
692,pink's famous chili dogs,709 n. la brea ave.,la
693,poquito mas,2635 w. olive ave.,burbank
694,r-23,923 e. third st.,los angeles
695,rae's,2901 pico blvd.,santa monica
696,rubin's red hots,15322 ventura blvd.,encino
697,ruby's (la),45 s. fair oaks ave.,pasadena
698,russell's burgers,1198 pch,seal beach
699,ruth's chris steak house (los angeles),224 s. beverly dr.,beverly hills
700,shiro,1505 mission st. s.,pasadena
701,sushi nozawa,11288 ventura blvd.,studio city
702,sweet lady jane,8360 melrose ave.,la
703,taiko,11677 san vicente blvd.,brentwood
704,tommy's,2575 beverly blvd.,la
705,uncle bill's pancake house,1305 highland ave.,manhattan beach
706,water grill,544 s. grand ave.,los angeles
707,zankou chicken,1415 e. colorado st.,glendale
708,afghan kebab house,764 ninth ave.,new york city
709,arcadia,21 e. 62nd st.,new york city
710,benny's burritos,93 ave. a,new york city
711,cafe con leche,424 amsterdam ave.,new york city
712,corner bistro,331 w. fourth st.,new york city
713,cucina della fontana,368 bleecker st.,new york city
714,cucina di pesce,87 e. fourth st.,new york city
715,darbar,44 w. 56th st.,new york city
716,ej's luncheonette,432 sixth ave.,new york city
717,edison cafe,228 w. 47th st.,new york city
718,elias corner,24-02 31st st.,queens
719,good enough to eat,483 amsterdam ave.,new york city
720,gray's papaya,2090 broadway,new york city
721,il mulino,86 w. third st.,new york city
722,jackson diner,37-03 74th st.,queens
723,joe's shanghai,9 pell st.,queens
724,john's pizzeria,48 w. 65th st.,new york city
725,kelley & ping,127 greene st.,new york city
726,kiev,117 second ave.,new york city
727,kuruma zushi,2nd fl.,new york city
728,la caridad,2199 broadway,new york city
729,la grenouille,3 e. 52nd st.,new york city
730,lemongrass grill,61a seventh ave.,brooklyn
731,lombardi's,32 spring st.,new york city
732,marnie's noodle shop,466 hudson st.,new york city
733,menchanko-tei,39 w. 55th st.,new york city
734,mitali east-west,296 bleecker st.,new york city
735,monsoon (ny),435 amsterdam ave.,new york city
736,moustache,405 atlantic ave.,brooklyn
737,nobu,105 hudson st.,new york city
738,one if by land  tibs,17 barrow st.,new york city
739,oyster bar,lower level,new york city
740,palm,837 second ave.,new york city
741,palm too,840 second ave.,new york city
742,patsy's pizza,19 old fulton st.,brooklyn
743,peter luger steak house,178 broadway,brooklyn
744,rose of india,308 e. sixth st.,new york city
745,sam's noodle shop,411 third ave.,new york city
746,sarabeth's,1295 madison ave.,new york city
747,sparks steak house,210 e. 46th st.,new york city
748,stick to your ribs,5-16 51st ave.,queens
749,sushisay,38 e. 51st st.,new york city
750,sylvia's,328 lenox ave.,new york city
751,szechuan hunan cottage,1588 york ave.,new york city
752,szechuan kitchen,1460 first ave.,new york city
753,teresa's,80 montague st.,queens
754,thai house cafe,151 hudson st.,new york city
755,thailand restaurant,106 bayard st.,new york city
756,veselka,144 second ave.,new york city
757,westside cottage,689 ninth ave.,new york city
758,windows on the world,107th fl.,new york city
759,wollensky's grill,205 e. 49th st.,new york city
760,yama,122 e. 17th st.,new york city
761,zarela,953 second ave.,new york city
762,andre's french restaurant,401 s. 6th st.,las vegas
763,buccaneer bay club,3300 las vegas blvd. s.,las vegas
764,buzio's in the rio,3700 w. flamingo rd.,las vegas
765,emeril's new orleans fish house,3799 las vegas blvd. s.,las vegas
766,fiore rotisserie & grille,3700 w. flamingo rd.,las vegas
767,hugo's cellar,202 e. fremont st.,las vegas
768,madame ching's,3300 las vegas blvd. s.,las vegas
769,mayflower cuisinier,4750 w. sahara ave.,las vegas
770,michael's (las vegas),3595 las vegas blvd. s.,las vegas
771,monte carlo,3145 las vegas blvd. s.,las vegas
772,moongate,3400 las vegas blvd. s.,las vegas
773,morton's of chicago (las vegas),3200 las vegas blvd. s.,las vegas
774,nicky blair's,3925 paradise rd.,las vegas
775,piero's restaurant,355 convention center dr.,las vegas
776,spago (las vegas),3500 las vegas blvd. s.,las vegas
777,steakhouse  the,128 e. fremont st.,las vegas
778,stefano's,129 fremont st.,las vegas
779,sterling brunch,3645 las vegas blvd. s.,las vegas
780,tre visi,3799 las vegas blvd. s.,las vegas
781,103 west,103 w. paces ferry rd.,atlanta
782,alon's at the terrace,659 peachtree st.,atlanta
783,baker's cajun cafe,1134 euclid ave.,atlanta
784,barbecue kitchen,1437 virginia ave.,atlanta
785,bistro  the,56 e. andrews dr. nw,atlanta
786,bobby & june's kountry kitchen,375 14th st.,atlanta
787,bradshaw's restaurant,2911 s. pharr court,atlanta
788,brookhaven cafe,4274 peachtree rd.,atlanta
789,cafe sunflower,5975 roswell rd.,atlanta
790,canoe,4199 paces ferry rd.,atlanta
791,carey's,1021 cobb pkwy. se,marietta
792,carey's corner,1215 powers ferry rd.,marietta
793,chops,70 w. paces ferry rd.,atlanta
794,chopstix,4279 roswell rd.,atlanta
795,deacon burton's soulfood restaurant,1029 edgewood ave. se,atlanta
796,eats,600 ponce de leon ave.,atlanta
797,flying biscuit  the,1655 mclendon ave.,atlanta
798,frijoleros,1031 peachtree st. ne,atlanta
799,greenwood's,1087 green st.,roswell
800,harold's barbecue,171 mcdonough blvd.,atlanta
801,havana sandwich shop,2905 buford hwy.,atlanta
802,house of chan,2469 cobb pkwy.,smyrna
803,indian delights,3675 satellite blvd.,duluth
804,java jive,790 ponce de leon ave.,atlanta
805,johnny rockets (at),2970 cobb pkwy.,atlanta
806,kalo's coffee house,1248 clairmont rd.,decatur
807,la fonda latina,4427 roswell rd.,atlanta
808,lettuce souprise you (at),3525 mall blvd.,duluth
809,majestic,1031 ponce de leon ave.,atlanta
810,morton's of chicago (atlanta),303 peachtree st. ne,atlanta
811,my thai,1248 clairmont rd.,atlanta
812,nava,3060 peachtree rd.,atlanta
813,nuevo laredo cantina,1495 chattahoochee ave. nw,atlanta
814,original pancake house (at),4330 peachtree rd.,atlanta
815,palm  the (atlanta),3391 peachtree rd. ne,atlanta
816,rainbow restaurant,2118 n. decatur rd.,decatur
817,ritz-carlton cafe (atlanta),181 peachtree st.,atlanta
818,riviera,519 e. paces ferry rd.,atlanta
819,silver skillet  the,200 14th st. nw,atlanta
820,soto,3330 piedmont rd.,atlanta
821,thelma's kitchen,764 marietta st. nw,atlanta
822,tortillas,774 ponce de leon ave. ne,atlanta
823,van gogh's restaurant & bar,70 w. crossville rd.,roswell
824,veggieland,220 sandy springs circle,atlanta
825,white house restaurant,3172 peachtree rd. ne,atlanta
826,zab-e-lee,4837 old national hwy.,college park
827,bill's place,2315 clement st.,san francisco
828,cafe flore,2298 market st.,san francisco
829,caffe greco,423 columbus ave.,san francisco
830,campo santo,240 columbus ave.,san francisco
831,cha cha cha's,1805 haight st.,san francisco
832,doidge's,2217 union st.,san francisco
833,dottie's true blue cafe,522 jones st.,san francisco
834,dusit thai,3221 mission st.,san francisco
835,ebisu,1283 ninth ave.,san francisco
836,emerald garden restaurant,1550 california st.,san francisco
837,eric's chinese restaurant,1500 church st.,san francisco
838,hamburger mary's,1582 folsom st.,san francisco
839,kelly's on trinity,333 bush st.,san francisco
840,la cumbre,515 valencia st.,san francisco
841,la mediterranee,288 noe st.,san francisco
842,la taqueria,2889 mission st.,san francisco
843,mario's bohemian cigar store cafe,2209 polk st.,san francisco
844,marnee thai,2225 irving st.,san francisco
845,mel's drive-in,3355 geary st.,san francisco
846,mo's burgers,1322 grant st.,san francisco
847,phnom penh cambodian restaurant,631 larkin st.,san francisco
848,roosevelt tamale parlor,2817 24th st.,san francisco
849,sally's cafe & bakery,300 de haro st.,san francisco
850,san francisco bbq,1328 18th st.,san francisco
851,slanted door,584 valencia st.,san francisco
852,swan oyster depot,1517 polk st.,san francisco
853,thep phanom,400 waller st.,san francisco
854,ti couz,3108 16th st.,san francisco
855,trio cafe,1870 fillmore st.,san francisco
856,tu lan,8 sixth st.,san francisco
857,vicolo pizzeria,201 ivy st.,san francisco
858,wa-ha-ka oaxaca mexican grill,2141 polk st.,san francisco